use evern; 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-08-09', '2017-08-09', 89); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.650856, TRUE, TRUE, 'example message', 'image path', 92, 9, 450); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (52.745255, TRUE, TRUE, 'example message', 'image path', 158, 8, 451); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (5.058439, TRUE, TRUE, 'example message', 'image path', 349, 9, 452); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (59.634495, TRUE, TRUE, 'example message', 'image path', 171, 5, 453); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.40636, TRUE, TRUE, 'example message', 'image path', 311, 7, 454); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (60.593422, TRUE, TRUE, 'example message', 'image path', 171, 5, 455); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (85.622055, TRUE, TRUE, 'example message', 'image path', 272, 9, 456); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (37.212597, TRUE, TRUE, 'example message', 'image path', 220, 3, 457); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (99.85889, TRUE, TRUE, 'example message', 'image path', 132, 9, 458); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (5.2245545, TRUE, TRUE, 'example message', 'image path', 145, 6, 459); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (48.50216, TRUE, TRUE, 'example message', 'image path', 76, 1, 460); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (27.127512, TRUE, TRUE, 'example message', 'image path', 268, 5, 461); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (14.063864, TRUE, TRUE, 'example message', 'image path', 294, 8, 462); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (91.644516, TRUE, TRUE, 'example message', 'image path', 349, 4, 463); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (64.08536, TRUE, TRUE, 'example message', 'image path', 120, 7, 464); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (58.384083, TRUE, TRUE, 'example message', 'image path', 393, 7, 465); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (33.077564, TRUE, TRUE, 'example message', 'image path', 169, 3, 466); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (45.3534, TRUE, TRUE, 'example message', 'image path', 16, 1, 467); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (20.938986, TRUE, TRUE, 'example message', 'image path', 54, 7, 468); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (92.25518, TRUE, TRUE, 'example message', 'image path', 23, 2, 469); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (79.23877, TRUE, TRUE, 'example message', 'image path', 102, 5, 470); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (86.52775, TRUE, TRUE, 'example message', 'image path', 49, 4, 471); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (69.95727, TRUE, TRUE, 'example message', 'image path', 230, 6, 472); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (6.8071456, TRUE, TRUE, 'example message', 'image path', 381, 7, 473); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (86.15071, TRUE, TRUE, 'example message', 'image path', 267, 6, 474); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (52.027695, TRUE, TRUE, 'example message', 'image path', 185, 2, 475); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (95.64687, TRUE, TRUE, 'example message', 'image path', 291, 1, 476); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (58.05114, TRUE, TRUE, 'example message', 'image path', 1, 4, 477); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (87.07062, TRUE, TRUE, 'example message', 'image path', 7, 3, 478); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (99.027336, TRUE, TRUE, 'example message', 'image path', 90, 5, 479); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (71.71428, TRUE, TRUE, 'example message', 'image path', 298, 8, 480); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (61.333065, TRUE, TRUE, 'example message', 'image path', 323, 3, 481); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (89.16817, TRUE, TRUE, 'example message', 'image path', 62, 9, 482); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (14.789086, TRUE, TRUE, 'example message', 'image path', 331, 9, 483); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (23.058943, TRUE, TRUE, 'example message', 'image path', 279, 4, 484); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (81.98493, TRUE, TRUE, 'example message', 'image path', 57, 1, 485); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (4.2431517, TRUE, TRUE, 'example message', 'image path', 271, 6, 486); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (82.200645, TRUE, TRUE, 'example message', 'image path', 224, 9, 487); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (40.592434, TRUE, TRUE, 'example message', 'image path', 51, 3, 488); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (54.045597, TRUE, TRUE, 'example message', 'image path', 251, 9, 489); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (97.99632, TRUE, TRUE, 'example message', 'image path', 83, 1, 490); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (10.165742, TRUE, TRUE, 'example message', 'image path', 111, 4, 491); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (78.9953, TRUE, TRUE, 'example message', 'image path', 319, 2, 492); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (60.019085, TRUE, TRUE, 'example message', 'image path', 351, 6, 493); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (20.826551, TRUE, TRUE, 'example message', 'image path', 41, 9, 494); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (31.787434, TRUE, TRUE, 'example message', 'image path', 353, 2, 495); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (10.589774, TRUE, TRUE, 'example message', 'image path', 358, 6, 496); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (3.1737018, TRUE, TRUE, 'example message', 'image path', 104, 6, 497); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (93.38121, TRUE, TRUE, 'example message', 'image path', 240, 4, 498); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (1.5055606, TRUE, TRUE, 'example message', 'image path', 342, 3, 499); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (10.947774, TRUE, TRUE, 'example message', 'image path', 176, 8, 500); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (86.795456, TRUE, TRUE, 'example message', 'image path', 325, 3, 501); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.715557, TRUE, TRUE, 'example message', 'image path', 64, 5, 502); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (84.94745, TRUE, TRUE, 'example message', 'image path', 54, 1, 503); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (13.670164, TRUE, TRUE, 'example message', 'image path', 29, 1, 504); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (82.09438, TRUE, TRUE, 'example message', 'image path', 54, 9, 505); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (89.92095, TRUE, TRUE, 'example message', 'image path', 11, 5, 506); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (32.22366, TRUE, TRUE, 'example message', 'image path', 155, 4, 507); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (92.96456, TRUE, TRUE, 'example message', 'image path', 245, 4, 508); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.12251, TRUE, TRUE, 'example message', 'image path', 142, 7, 509); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (12.460466, TRUE, TRUE, 'example message', 'image path', 203, 8, 510); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (56.74832, TRUE, TRUE, 'example message', 'image path', 357, 3, 511); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (13.215427, TRUE, TRUE, 'example message', 'image path', 348, 7, 512); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.097443, TRUE, TRUE, 'example message', 'image path', 304, 5, 513); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (84.20448, TRUE, TRUE, 'example message', 'image path', 155, 7, 514); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (7.3860826, TRUE, TRUE, 'example message', 'image path', 103, 4, 515); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (24.681574, TRUE, TRUE, 'example message', 'image path', 56, 3, 516); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (86.935555, TRUE, TRUE, 'example message', 'image path', 83, 5, 517); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.28779, TRUE, TRUE, 'example message', 'image path', 32, 6, 518); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (21.825544, TRUE, TRUE, 'example message', 'image path', 204, 8, 519); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (83.77263, TRUE, TRUE, 'example message', 'image path', 199, 5, 520); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (99.58413, TRUE, TRUE, 'example message', 'image path', 25, 5, 521); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (96.41338, TRUE, TRUE, 'example message', 'image path', 285, 2, 522); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (83.551544, TRUE, TRUE, 'example message', 'image path', 113, 7, 523); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (35.047398, TRUE, TRUE, 'example message', 'image path', 290, 9, 524); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (48.901733, TRUE, TRUE, 'example message', 'image path', 61, 3, 525); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.10749, TRUE, TRUE, 'example message', 'image path', 89, 1, 526); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (73.636444, TRUE, TRUE, 'example message', 'image path', 148, 2, 527); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (10.143439, TRUE, TRUE, 'example message', 'image path', 27, 9, 528); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (35.371452, TRUE, TRUE, 'example message', 'image path', 7, 2, 529); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (84.68374, TRUE, TRUE, 'example message', 'image path', 324, 8, 530); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (11.793107, TRUE, TRUE, 'example message', 'image path', 91, 7, 531); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (76.28872, TRUE, TRUE, 'example message', 'image path', 152, 4, 532); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (58.84165, TRUE, TRUE, 'example message', 'image path', 274, 8, 533); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (80.30371, TRUE, TRUE, 'example message', 'image path', 272, 4, 534); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.73003, TRUE, TRUE, 'example message', 'image path', 327, 1, 535); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (3.8623428, TRUE, TRUE, 'example message', 'image path', 120, 8, 536); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (54.7741, TRUE, TRUE, 'example message', 'image path', 82, 9, 537); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (36.524887, TRUE, TRUE, 'example message', 'image path', 382, 9, 538); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (3.821658, TRUE, TRUE, 'example message', 'image path', 247, 9, 539); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.663116, TRUE, TRUE, 'example message', 'image path', 62, 8, 540); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (4.1395564, TRUE, TRUE, 'example message', 'image path', 94, 2, 541); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (20.105745, TRUE, TRUE, 'example message', 'image path', 353, 9, 542); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.45459, TRUE, TRUE, 'example message', 'image path', 253, 8, 543); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (60.11073, TRUE, TRUE, 'example message', 'image path', 17, 4, 544); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (12.135844, TRUE, TRUE, 'example message', 'image path', 95, 4, 545); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (66.59194, TRUE, TRUE, 'example message', 'image path', 74, 9, 546); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (16.133097, TRUE, TRUE, 'example message', 'image path', 359, 6, 547); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (81.5461, TRUE, TRUE, 'example message', 'image path', 112, 8, 548); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.31391, TRUE, TRUE, 'example message', 'image path', 28, 4, 549); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (69.336266, TRUE, TRUE, 'example message', 'image path', 86, 8, 550); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (75.5249, TRUE, TRUE, 'example message', 'image path', 57, 8, 551); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (3.1135688, TRUE, TRUE, 'example message', 'image path', 354, 8, 552); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (4.482231, TRUE, TRUE, 'example message', 'image path', 79, 9, 553); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (75.108894, TRUE, TRUE, 'example message', 'image path', 23, 2, 554); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (72.101036, TRUE, TRUE, 'example message', 'image path', 41, 9, 555); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (61.399193, TRUE, TRUE, 'example message', 'image path', 49, 8, 556); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.920227, TRUE, TRUE, 'example message', 'image path', 62, 7, 557); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (38.33361, TRUE, TRUE, 'example message', 'image path', 101, 2, 558); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (27.870941, TRUE, TRUE, 'example message', 'image path', 144, 5, 559); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (93.06568, TRUE, TRUE, 'example message', 'image path', 148, 7, 560); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (75.966545, TRUE, TRUE, 'example message', 'image path', 218, 4, 561); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.23928, TRUE, TRUE, 'example message', 'image path', 355, 6, 562); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (66.93698, TRUE, TRUE, 'example message', 'image path', 239, 1, 563); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (42.166054, TRUE, TRUE, 'example message', 'image path', 236, 3, 564); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (78.95806, TRUE, TRUE, 'example message', 'image path', 192, 4, 565); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (96.84502, TRUE, TRUE, 'example message', 'image path', 47, 3, 566); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (57.189934, TRUE, TRUE, 'example message', 'image path', 288, 9, 567); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (92.634384, TRUE, TRUE, 'example message', 'image path', 226, 3, 568); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (67.78081, TRUE, TRUE, 'example message', 'image path', 41, 3, 569); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (90.70121, TRUE, TRUE, 'example message', 'image path', 343, 8, 570); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (25.439768, TRUE, TRUE, 'example message', 'image path', 208, 5, 571); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (98.64344, TRUE, TRUE, 'example message', 'image path', 346, 8, 572); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (49.954025, TRUE, TRUE, 'example message', 'image path', 291, 1, 573); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (85.68765, TRUE, TRUE, 'example message', 'image path', 184, 6, 574); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (44.62371, TRUE, TRUE, 'example message', 'image path', 104, 6, 575); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (16.085484, TRUE, TRUE, 'example message', 'image path', 1, 3, 576); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (52.20378, TRUE, TRUE, 'example message', 'image path', 39, 1, 577); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (61.923668, TRUE, TRUE, 'example message', 'image path', 208, 7, 578); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (7.456219, TRUE, TRUE, 'example message', 'image path', 3, 3, 579); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (28.373857, TRUE, TRUE, 'example message', 'image path', 247, 6, 580); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (87.89274, TRUE, TRUE, 'example message', 'image path', 86, 2, 581); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (50.974392, TRUE, TRUE, 'example message', 'image path', 282, 9, 582); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (50.983116, TRUE, TRUE, 'example message', 'image path', 168, 5, 583); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (9.079354, TRUE, TRUE, 'example message', 'image path', 77, 2, 584); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (14.457784, TRUE, TRUE, 'example message', 'image path', 162, 9, 585); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (0.04091846, TRUE, TRUE, 'example message', 'image path', 219, 1, 586); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (80.974846, TRUE, TRUE, 'example message', 'image path', 144, 4, 587); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (72.60687, TRUE, TRUE, 'example message', 'image path', 25, 5, 588); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (66.16747, TRUE, TRUE, 'example message', 'image path', 206, 9, 589); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (67.70113, TRUE, TRUE, 'example message', 'image path', 223, 4, 590); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (63.941452, TRUE, TRUE, 'example message', 'image path', 286, 5, 591); 
